(base) % python dtree.py pendigits_training.txt pendigits_test.txt randomized
Object Index = 0, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1791, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1792, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1793, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1794, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1795, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1796, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1797, Result = 3, True Class = 7, Accuracy = 0
Object Index = 1798, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1799, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1800, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1801, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1802, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1803, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1804, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1805, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1806, Result = 6, True Class = 7, Accuracy = 0
Object Index = 1807, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1808, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1809, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1810, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1811, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1812, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1813, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1814, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1815, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1816, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1817, Result = 2, True Class = 1, Accuracy = 0
Object Index = 1818, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1819, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1820, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1821, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1822, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1823, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1824, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1825, Result = 2, True Class = 1, Accuracy = 0
Object Index = 1826, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1827, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1828, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1829, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1830, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1831, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1832, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1833, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1834, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1835, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1836, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1837, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1838, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1839, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1840, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1841, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1842, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1843, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1844, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1845, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1846, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1847, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1848, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1849, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1850, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1851, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1852, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1853, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1854, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1855, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1856, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1857, Result = 1, True Class = 7, Accuracy = 0
Object Index = 1858, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1859, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1860, Result = 2, True Class = 1, Accuracy = 0
Object Index = 1861, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1862, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1863, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1864, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1865, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1866, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1867, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1868, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1869, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1870, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1871, Result = 8, True Class = 5, Accuracy = 0
Object Index = 1872, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1873, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1874, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1875, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1876, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1877, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1878, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1879, Result = 9, True Class = 5, Accuracy = 0
Object Index = 1880, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1881, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1882, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1883, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1884, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1885, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1886, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1887, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1888, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1889, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1890, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1891, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1892, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1893, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1894, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1895, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1896, Result = 4, True Class = 5, Accuracy = 0
Object Index = 1897, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1898, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1899, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1900, Result = 8, True Class = 0, Accuracy = 0
Object Index = 1901, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1902, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1903, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1904, Result = 8, True Class = 0, Accuracy = 0
Object Index = 1905, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1906, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1907, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1908, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1909, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1910, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1911, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1912, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1913, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1914, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1915, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1916, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1917, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1918, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1919, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1920, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1921, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1922, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1923, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1924, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1925, Result = 3, True Class = 5, Accuracy = 0
Object Index = 1926, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1927, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1928, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1929, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1930, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1931, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1932, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1933, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1934, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1935, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1936, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1937, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1938, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1939, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1940, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1941, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1942, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1943, Result = 5, True Class = 4, Accuracy = 0
Object Index = 1944, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1945, Result = 9, True Class = 6, Accuracy = 0
Object Index = 1946, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1947, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1948, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1949, Result = 8, True Class = 0, Accuracy = 0
Object Index = 1950, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1951, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1952, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1953, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1954, Result = 1, True Class = 7, Accuracy = 0
Object Index = 1955, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1956, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1957, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1958, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1959, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1960, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1961, Result = 2, True Class = 2, Accuracy = 1
Object Index = 1962, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1963, Result = 8, True Class = 0, Accuracy = 0
Object Index = 1964, Result = 7, True Class = 2, Accuracy = 0
Object Index = 1965, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1966, Result = 2, True Class = 1, Accuracy = 0
Object Index = 1967, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1968, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1969, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1970, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1971, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1972, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1973, Result = 5, True Class = 4, Accuracy = 0
Object Index = 1974, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1975, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1976, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1977, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1978, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1979, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1980, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1981, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1982, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1983, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1984, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1985, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1986, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1987, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1988, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1989, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1990, Result = 0, True Class = 0, Accuracy = 1
Object Index = 1991, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1992, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1993, Result = 8, True Class = 8, Accuracy = 1
Object Index = 1994, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1995, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1996, Result = 9, True Class = 9, Accuracy = 1
Object Index = 1997, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1998, Result = 6, True Class = 6, Accuracy = 1
Object Index = 1999, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2000, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2001, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2002, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2003, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2004, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2005, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2006, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2007, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2008, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2009, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2010, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2011, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2012, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2013, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2014, Result = 3, True Class = 5, Accuracy = 0
Object Index = 2015, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2016, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2017, Result = 1, True Class = 2, Accuracy = 0
Object Index = 2018, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2019, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2020, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2021, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2022, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2023, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2024, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2025, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2026, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2027, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2028, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2029, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2030, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2031, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2032, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2033, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2034, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2035, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2036, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2037, Result = 2, True Class = 1, Accuracy = 0
Object Index = 2038, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2039, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2040, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2041, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2042, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2043, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2044, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2045, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2046, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2047, Result = 9, True Class = 4, Accuracy = 0
Object Index = 2048, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2049, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2050, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2051, Result = 1, True Class = 5, Accuracy = 0
Object Index = 2052, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2053, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2054, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2055, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2056, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2057, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2058, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2059, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2060, Result = 5, True Class = 3, Accuracy = 0
Object Index = 2061, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2062, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2063, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2064, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2065, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2066, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2067, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2068, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2069, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2070, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2071, Result = 4, True Class = 5, Accuracy = 0
Object Index = 2072, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2073, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2074, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2075, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2076, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2077, Result = 1, True Class = 3, Accuracy = 0
Object Index = 2078, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2079, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2080, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2081, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2082, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2083, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2084, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2085, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2086, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2087, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2088, Result = 2, True Class = 1, Accuracy = 0
Object Index = 2089, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2090, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2091, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2092, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2093, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2094, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2095, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2096, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2097, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2098, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2099, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2100, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2101, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2102, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2103, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2104, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2105, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2106, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2107, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2108, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2109, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2110, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2111, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2112, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2113, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2114, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2115, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2116, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2117, Result = 2, True Class = 7, Accuracy = 0
Object Index = 2118, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2119, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2120, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2121, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2122, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2123, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2124, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2125, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2126, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2127, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2128, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2129, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2130, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2131, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2132, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2133, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2134, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2135, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2136, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2137, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2138, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2139, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2140, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2141, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2142, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2143, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2144, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2145, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2146, Result = 3, True Class = 5, Accuracy = 0
Object Index = 2147, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2148, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2149, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2150, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2151, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2152, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2153, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2154, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2155, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2156, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2157, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2158, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2159, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2160, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2161, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2162, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2163, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2164, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2165, Result = 7, True Class = 2, Accuracy = 0
Object Index = 2166, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2167, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2168, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2169, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2170, Result = 9, True Class = 4, Accuracy = 0
Object Index = 2171, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2172, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2173, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2174, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2175, Result = 8, True Class = 9, Accuracy = 0
Object Index = 2176, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2177, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2178, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2179, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2180, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2181, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2182, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2183, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2184, Result = 8, True Class = 0, Accuracy = 0
Object Index = 2185, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2186, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2187, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2188, Result = 3, True Class = 9, Accuracy = 0
Object Index = 2189, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2190, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2191, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2192, Result = 5, True Class = 5, Accuracy = 1
Object Index = 2193, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2194, Result = 5, True Class = 0, Accuracy = 0
Object Index = 2195, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2196, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2197, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2198, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2199, Result = 7, True Class = 7, Accuracy = 1
Object Index = 2200, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2201, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2202, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2203, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2204, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2205, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2206, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2207, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2208, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2209, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2210, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2211, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2212, Result = 8, True Class = 7, Accuracy = 0
Object Index = 2213, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2214, Result = 1, True Class = 2, Accuracy = 0
Object Index = 2215, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2216, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2217, Result = 4, True Class = 4, Accuracy = 1
Object Index = 2218, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2219, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2220, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2221, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2222, Result = 3, True Class = 9, Accuracy = 0
Object Index = 2223, Result = 2, True Class = 2, Accuracy = 1
Object Index = 2224, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2225, Result = 3, True Class = 3, Accuracy = 1
Object Index = 2226, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2227, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2228, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2229, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2230, Result = 3, True Class = 9, Accuracy = 0
Object Index = 2231, Result = 2, True Class = 1, Accuracy = 0
Object Index = 2232, Result = 1, True Class = 1, Accuracy = 1
Object Index = 2233, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2234, Result = 6, True Class = 6, Accuracy = 1
Object Index = 2235, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2236, Result = 0, True Class = 0, Accuracy = 1
Object Index = 2237, Result = 9, True Class = 9, Accuracy = 1
Object Index = 2238, Result = 8, True Class = 8, Accuracy = 1
Object Index = 2239, Result = 1, True Class = 1, Accuracy = 1
