(base) % python dtree.py satellite_training.txt satellite_test.txt optimized
Object Index = 0, Result = 3, True Class = 3, Accuracy = 1
Object Index = 927, Result = 7, True Class = 7, Accuracy = 1
Object Index = 928, Result = 7, True Class = 7, Accuracy = 1
Object Index = 929, Result = 7, True Class = 7, Accuracy = 1
Object Index = 930, Result = 7, True Class = 7, Accuracy = 1
Object Index = 931, Result = 7, True Class = 7, Accuracy = 1
Object Index = 932, Result = 7, True Class = 7, Accuracy = 1
Object Index = 933, Result = 7, True Class = 7, Accuracy = 1
Object Index = 934, Result = 7, True Class = 7, Accuracy = 1
Object Index = 935, Result = 7, True Class = 7, Accuracy = 1
Object Index = 936, Result = 7, True Class = 7, Accuracy = 1
Object Index = 937, Result = 7, True Class = 7, Accuracy = 1
Object Index = 938, Result = 7, True Class = 7, Accuracy = 1
Object Index = 939, Result = 7, True Class = 7, Accuracy = 1
Object Index = 940, Result = 1, True Class = 1, Accuracy = 1
Object Index = 941, Result = 7, True Class = 4, Accuracy = 0
Object Index = 942, Result = 7, True Class = 4, Accuracy = 0
Object Index = 943, Result = 4, True Class = 4, Accuracy = 1
Object Index = 944, Result = 3, True Class = 3, Accuracy = 1
Object Index = 945, Result = 3, True Class = 4, Accuracy = 0
Object Index = 946, Result = 7, True Class = 4, Accuracy = 0
Object Index = 947, Result = 7, True Class = 4, Accuracy = 0
Object Index = 948, Result = 7, True Class = 7, Accuracy = 1
Object Index = 949, Result = 7, True Class = 7, Accuracy = 1
Object Index = 950, Result = 7, True Class = 7, Accuracy = 1
Object Index = 951, Result = 7, True Class = 7, Accuracy = 1
Object Index = 952, Result = 7, True Class = 7, Accuracy = 1
Object Index = 953, Result = 7, True Class = 7, Accuracy = 1
Object Index = 954, Result = 7, True Class = 7, Accuracy = 1
Object Index = 955, Result = 4, True Class = 7, Accuracy = 0
Object Index = 956, Result = 7, True Class = 7, Accuracy = 1
Object Index = 957, Result = 7, True Class = 7, Accuracy = 1
Object Index = 958, Result = 7, True Class = 7, Accuracy = 1
Object Index = 959, Result = 7, True Class = 7, Accuracy = 1
Object Index = 960, Result = 7, True Class = 7, Accuracy = 1
Object Index = 961, Result = 1, True Class = 1, Accuracy = 1
Object Index = 962, Result = 1, True Class = 4, Accuracy = 0
Object Index = 963, Result = 4, True Class = 4, Accuracy = 1
Object Index = 964, Result = 4, True Class = 4, Accuracy = 1
Object Index = 965, Result = 7, True Class = 7, Accuracy = 1
Object Index = 966, Result = 4, True Class = 4, Accuracy = 1
Object Index = 967, Result = 7, True Class = 4, Accuracy = 0
Object Index = 968, Result = 7, True Class = 7, Accuracy = 1
Object Index = 969, Result = 3, True Class = 4, Accuracy = 0
Object Index = 970, Result = 4, True Class = 4, Accuracy = 1
Object Index = 971, Result = 7, True Class = 7, Accuracy = 1
Object Index = 972, Result = 7, True Class = 7, Accuracy = 1
Object Index = 973, Result = 7, True Class = 7, Accuracy = 1
Object Index = 974, Result = 7, True Class = 7, Accuracy = 1
Object Index = 975, Result = 7, True Class = 7, Accuracy = 1
Object Index = 976, Result = 7, True Class = 7, Accuracy = 1
Object Index = 977, Result = 7, True Class = 7, Accuracy = 1
Object Index = 978, Result = 7, True Class = 7, Accuracy = 1
Object Index = 979, Result = 7, True Class = 7, Accuracy = 1
Object Index = 980, Result = 4, True Class = 1, Accuracy = 0
Object Index = 981, Result = 1, True Class = 1, Accuracy = 1
Object Index = 982, Result = 1, True Class = 1, Accuracy = 1
Object Index = 983, Result = 1, True Class = 1, Accuracy = 1
Object Index = 984, Result = 4, True Class = 4, Accuracy = 1
Object Index = 985, Result = 7, True Class = 7, Accuracy = 1
Object Index = 986, Result = 7, True Class = 7, Accuracy = 1
Object Index = 987, Result = 7, True Class = 7, Accuracy = 1
Object Index = 988, Result = 4, True Class = 4, Accuracy = 1
Object Index = 989, Result = 7, True Class = 7, Accuracy = 1
Object Index = 990, Result = 7, True Class = 7, Accuracy = 1
Object Index = 991, Result = 7, True Class = 7, Accuracy = 1
Object Index = 992, Result = 3, True Class = 4, Accuracy = 0
Object Index = 993, Result = 7, True Class = 4, Accuracy = 0
Object Index = 994, Result = 7, True Class = 4, Accuracy = 0
Object Index = 995, Result = 7, True Class = 7, Accuracy = 1
Object Index = 996, Result = 7, True Class = 7, Accuracy = 1
Object Index = 997, Result = 7, True Class = 7, Accuracy = 1
Object Index = 998, Result = 7, True Class = 7, Accuracy = 1
Object Index = 999, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1000, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1001, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1002, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1003, Result = 3, True Class = 1, Accuracy = 0
Object Index = 1004, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1005, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1006, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1007, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1008, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1009, Result = 4, True Class = 7, Accuracy = 0
Object Index = 1010, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1011, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1012, Result = 7, True Class = 4, Accuracy = 0
Object Index = 1013, Result = 7, True Class = 4, Accuracy = 0
Object Index = 1014, Result = 3, True Class = 4, Accuracy = 0
Object Index = 1015, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1016, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1017, Result = 4, True Class = 7, Accuracy = 0
Object Index = 1018, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1019, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1020, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1021, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1022, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1023, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1024, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1025, Result = 4, True Class = 7, Accuracy = 0
Object Index = 1026, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1027, Result = 7, True Class = 4, Accuracy = 0
Object Index = 1028, Result = 7, True Class = 4, Accuracy = 0
Object Index = 1029, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1030, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1031, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1032, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1033, Result = 3, True Class = 4, Accuracy = 0
Object Index = 1034, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1035, Result = 3, True Class = 4, Accuracy = 0
Object Index = 1036, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1037, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1038, Result = 3, True Class = 4, Accuracy = 0
Object Index = 1039, Result = 3, True Class = 7, Accuracy = 0
Object Index = 1040, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1041, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1042, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1043, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1044, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1045, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1046, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1047, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1048, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1049, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1050, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1051, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1052, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1053, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1054, Result = 3, True Class = 4, Accuracy = 0
Object Index = 1055, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1056, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1057, Result = 4, True Class = 7, Accuracy = 0
Object Index = 1058, Result = 4, True Class = 7, Accuracy = 0
Object Index = 1059, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1060, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1061, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1062, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1063, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1064, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1065, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1066, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1067, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1068, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1069, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1070, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1071, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1072, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1073, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1074, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1075, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1076, Result = 7, True Class = 5, Accuracy = 0
Object Index = 1077, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1078, Result = 4, True Class = 7, Accuracy = 0
Object Index = 1079, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1080, Result = 4, True Class = 3, Accuracy = 0
Object Index = 1081, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1082, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1083, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1084, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1085, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1086, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1087, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1088, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1089, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1090, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1091, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1092, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1093, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1094, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1095, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1096, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1097, Result = 7, True Class = 4, Accuracy = 0
Object Index = 1098, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1099, Result = 7, True Class = 5, Accuracy = 0
Object Index = 1100, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1101, Result = 4, True Class = 7, Accuracy = 0
Object Index = 1102, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1103, Result = 4, True Class = 7, Accuracy = 0
Object Index = 1104, Result = 4, True Class = 7, Accuracy = 0
Object Index = 1105, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1106, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1107, Result = 5, True Class = 3, Accuracy = 0
Object Index = 1108, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1109, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1110, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1111, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1112, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1113, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1114, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1115, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1116, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1117, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1118, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1119, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1120, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1121, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1122, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1123, Result = 4, True Class = 7, Accuracy = 0
Object Index = 1124, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1125, Result = 4, True Class = 7, Accuracy = 0
Object Index = 1126, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1127, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1128, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1129, Result = 1, True Class = 5, Accuracy = 0
Object Index = 1130, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1131, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1132, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1133, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1134, Result = 5, True Class = 7, Accuracy = 0
Object Index = 1135, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1136, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1137, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1138, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1139, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1140, Result = 7, True Class = 4, Accuracy = 0
Object Index = 1141, Result = 7, True Class = 4, Accuracy = 0
Object Index = 1142, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1143, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1144, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1145, Result = 3, True Class = 4, Accuracy = 0
Object Index = 1146, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1147, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1148, Result = 4, True Class = 7, Accuracy = 0
Object Index = 1149, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1150, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1151, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1152, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1153, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1154, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1155, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1156, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1157, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1158, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1159, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1160, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1161, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1162, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1163, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1164, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1165, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1166, Result = 7, True Class = 4, Accuracy = 0
Object Index = 1167, Result = 7, True Class = 4, Accuracy = 0
Object Index = 1168, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1169, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1170, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1171, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1172, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1173, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1174, Result = 4, True Class = 7, Accuracy = 0
Object Index = 1175, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1176, Result = 4, True Class = 3, Accuracy = 0
Object Index = 1177, Result = 4, True Class = 7, Accuracy = 0
Object Index = 1178, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1179, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1180, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1181, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1182, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1183, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1184, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1185, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1186, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1187, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1188, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1189, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1190, Result = 5, True Class = 7, Accuracy = 0
Object Index = 1191, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1192, Result = 7, True Class = 4, Accuracy = 0
Object Index = 1193, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1194, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1195, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1196, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1197, Result = 4, True Class = 5, Accuracy = 0
Object Index = 1198, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1199, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1200, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1201, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1202, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1203, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1204, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1205, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1206, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1207, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1208, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1209, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1210, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1211, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1212, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1213, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1214, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1215, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1216, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1217, Result = 7, True Class = 5, Accuracy = 0
Object Index = 1218, Result = 4, True Class = 7, Accuracy = 0
Object Index = 1219, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1220, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1221, Result = 4, True Class = 3, Accuracy = 0
Object Index = 1222, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1223, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1224, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1225, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1226, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1227, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1228, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1229, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1230, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1231, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1232, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1233, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1234, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1235, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1236, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1237, Result = 7, True Class = 4, Accuracy = 0
Object Index = 1238, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1239, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1240, Result = 1, True Class = 5, Accuracy = 0
Object Index = 1241, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1242, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1243, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1244, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1245, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1246, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1247, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1248, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1249, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1250, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1251, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1252, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1253, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1254, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1255, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1256, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1257, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1258, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1259, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1260, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1261, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1262, Result = 1, True Class = 5, Accuracy = 0
Object Index = 1263, Result = 7, True Class = 5, Accuracy = 0
Object Index = 1264, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1265, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1266, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1267, Result = 4, True Class = 3, Accuracy = 0
Object Index = 1268, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1269, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1270, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1271, Result = 1, True Class = 5, Accuracy = 0
Object Index = 1272, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1273, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1274, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1275, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1276, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1277, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1278, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1279, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1280, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1281, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1282, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1283, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1284, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1285, Result = 4, True Class = 7, Accuracy = 0
Object Index = 1286, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1287, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1288, Result = 7, True Class = 5, Accuracy = 0
Object Index = 1289, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1290, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1291, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1292, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1293, Result = 4, True Class = 3, Accuracy = 0
Object Index = 1294, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1295, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1296, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1297, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1298, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1299, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1300, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1301, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1302, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1303, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1304, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1305, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1306, Result = 7, True Class = 4, Accuracy = 0
Object Index = 1307, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1308, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1309, Result = 5, True Class = 7, Accuracy = 0
Object Index = 1310, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1311, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1312, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1313, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1314, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1315, Result = 4, True Class = 5, Accuracy = 0
Object Index = 1316, Result = 7, True Class = 5, Accuracy = 0
Object Index = 1317, Result = 7, True Class = 5, Accuracy = 0
Object Index = 1318, Result = 7, True Class = 5, Accuracy = 0
Object Index = 1319, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1320, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1321, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1322, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1323, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1324, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1325, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1326, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1327, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1328, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1329, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1330, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1331, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1332, Result = 7, True Class = 4, Accuracy = 0
Object Index = 1333, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1334, Result = 7, True Class = 4, Accuracy = 0
Object Index = 1335, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1336, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1337, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1338, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1339, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1340, Result = 1, True Class = 4, Accuracy = 0
Object Index = 1341, Result = 4, True Class = 7, Accuracy = 0
Object Index = 1342, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1343, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1344, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1345, Result = 7, True Class = 3, Accuracy = 0
Object Index = 1346, Result = 7, True Class = 5, Accuracy = 0
Object Index = 1347, Result = 7, True Class = 5, Accuracy = 0
Object Index = 1348, Result = 5, True Class = 5, Accuracy = 1
Object Index = 1349, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1350, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1351, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1352, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1353, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1354, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1355, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1356, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1357, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1358, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1359, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1360, Result = 4, True Class = 4, Accuracy = 1
Object Index = 1361, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1362, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1363, Result = 7, True Class = 5, Accuracy = 0
Object Index = 1364, Result = 7, True Class = 5, Accuracy = 0
Object Index = 1365, Result = 4, True Class = 7, Accuracy = 0
Object Index = 1366, Result = 7, True Class = 7, Accuracy = 1
Object Index = 1367, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1368, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1369, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1370, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1371, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1372, Result = 7, True Class = 5, Accuracy = 0
Object Index = 1373, Result = 3, True Class = 3, Accuracy = 1
Object Index = 1374, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1375, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1376, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1377, Result = 1, True Class = 1, Accuracy = 1
Object Index = 1378, Result = 1, True Class = 1, Accuracy = 1
